hppy,inc_pm_n,age,age2,dgr,fem,mrd,_Iyear_1974,_Iyear_1976,_Iyear_1978,_Iyear_1980,_Iyear_1982,_Iyear_1984,_Iyear_1986,_Iyear_1988,_Iyear_1990,_Iyear_1991,_Iyear_1993,_Iyear_1994,_Iyear_1996,_Iyear_1998,_Iyear_2000,_Iyear_2002,_Iyear_2004,_Iyear_2006,wt_correction,year
1,.3831681,23,529,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.41125408,1972
1,-.10447097,70,4900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.62433088,1972
2,-.54336774,48,2304,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
1,.11499543,27,729,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.62433088,1972
2,.84649009,61,3721,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
2,2.1875336,26,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.43265489,1972
1,1.6998945,28,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.41125408,1972
1,-.0069143334,27,729,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.41125408,1972
2,-.91725081,21,441,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.43265489,1972
2,-.78720278,30,900,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
2,-.65714782,30,900,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
2,-.65714782,56,3136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2119573,1972
2,-.49458945,54,2916,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
1,-.78719449,49,2401,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2338547,1972
3,-.64090639,41,1681,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
1,-.73842698,54,2916,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.62433088,1972
3,-.54336774,24,576,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
3,-.29954821,62,3844,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
3,-.18981501,46,2116,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6893371,1972
3,-.25076273,21,441,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1192842,1972
3,.35881498,57,3249,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
3,1.2122194,58,3364,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
3,-.49458945,21,441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
3,-.52712035,26,676,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
2,.11499543,71,5041,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
3,.11499543,53,2809,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
2,-.25075787,42,1764,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
2,-.25075787,42,1764,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
2,-.43363455,23,529,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
2,-.54336774,26,676,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
3,-.39706883,25,625,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
2,-.43363455,26,676,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.298062,1972
3,-.88474393,78,6084,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
3,-.65714782,21,441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
1,-.43363455,27,729,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.62433088,1972
3,.84649009,58,3364,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
2,-.43363455,35,1225,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
1,.3831681,58,3364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.41125408,1972
2,-.65714782,51,2601,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
3,-.78722334,76,5776,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.52976149,1972
1,.11499543,53,2809,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.62433088,1972
2,-.73842698,39,1521,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
3,-.29954821,64,4096,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
2,.35881498,50,2500,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2119573,1972
2,.48072475,25,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.298062,1972
2,-.52712035,49,2401,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2119573,1972
3,-.61651123,40,1600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
2,-.25076991,43,1849,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2119573,1972
2,-.73842698,46,2116,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2119573,1972
3,-.66876167,37,1369,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
3,-.64090639,46,2116,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
3,-.25075787,22,484,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
3,-.52943629,53,2809,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8156042,1972
2,-.59909898,35,1225,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
2,-.10447097,31,961,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
2,.35881498,30,900,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
3,-.44583273,37,1369,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
3,1.2122194,57,3249,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
3,-.65714782,39,1521,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
2,-.65714782,62,3844,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2119573,1972
2,-.8197062,51,2601,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2119573,1972
2,-.84292883,43,1849,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
3,-.54336053,39,1521,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
2,-.39706883,52,2704,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
2,-.43363455,30,900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
2,.11499543,31,961,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.86540711,1972
2,-.29954821,25,625,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
2,.074334852,45,2025,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
2,-.54336774,30,900,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
2,-.68966669,68,4624,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
1,-.10447097,63,3969,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.62433088,1972
2,-.18981501,19,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7308142,1972
2,-.44583273,23,529,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.86540711,1972
2,.074334852,46,2116,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2119573,1972
1,-.39706883,55,3025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.82260066,1972
3,-.088211507,22,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1192842,1972
2,.11499543,55,3025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.86540711,1972
2,-.45396486,44,1936,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6160038,1972
2,-.18981501,41,1681,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
3,2.1875336,49,2401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.52976149,1972
2,-.68966669,21,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.86540711,1972
3,.11499543,26,676,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
2,-.29954821,31,961,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
2,-.65714782,28,784,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.298062,1972
3,-.29954821,26,676,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
2,-.88474393,20,400,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.86540711,1972
3,.11499543,25,625,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
2,-.25075787,57,3249,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2119573,1972
2,-.088211507,58,3364,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2119573,1972
3,.35881498,54,2916,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
3,-.43363455,35,1225,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
3,-.34830493,40,1600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
3,.80584157,57,3249,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6893371,1972
3,-.10447097,64,4096,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
3,-.18981501,34,1156,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
2,-.43363455,25,625,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
3,-.54336774,28,784,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6893371,1972
2,-.70917803,41,1681,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
3,-.88473195,36,1296,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
3,.48072475,31,961,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
2,-.18981501,45,2025,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
2,-.68966669,74,5476,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
2,.3831681,64,4096,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.43265489,1972
2,-.39706883,23,529,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.43265489,1972
3,-.39706883,27,729,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.52976149,1972
1,-.78722334,42,1764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.41125408,1972
1,-.0069143334,47,2209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.41125408,1972
2,-.88474393,26,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.86540711,1972
2,-.86522543,34,1156,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
2,-.10447097,52,2704,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
2,-.43363455,24,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7308142,1972
2,-.91725081,36,1296,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.43265489,1972
2,-.78719932,25,625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
1,-.88473195,46,2116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2338547,1972
2,-.8197062,54,2916,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6160038,1972
2,-.83596563,27,729,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.43265489,1972
2,-.78719932,20,400,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.43265489,1972
3,-.39706883,53,2809,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6893371,1972
1,-.89359635,47,2209,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8729926,1972
3,-.65714782,70,4900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5894036,1972
3,-.067887232,69,4761,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2525339,1972
2,.35881498,49,2401,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
2,-.29954821,67,4489,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
1,-.088211507,22,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2338547,1972
1,-.29954821,75,5625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.62433088,1972
2,-.067887232,38,1444,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
2,.11497743,46,2116,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2119573,1972
3,-.29954821,63,3969,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
2,-.25075787,34,1156,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
2,.11499543,57,3249,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
2,.77332258,22,484,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.43265489,1972
3,-.29954821,46,2116,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
2,-.49458945,73,5329,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
2,-.88474393,73,5329,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
2,-.25075787,53,2809,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
2,-.78722334,84,7056,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.43265489,1972
1,-.39706883,27,729,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.62433088,1972
2,-.39706883,69,4761,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.43265489,1972
2,-.78722334,82,6724,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.43265489,1972
2,-.0069143334,67,4489,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.43265489,1972
2,-.8197062,41,1681,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
2,-.78722334,72,5184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.43265489,1972
2,-.64090639,38,1444,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
3,.11499543,59,3481,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
3,.48072475,42,1764,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
2,-.43363455,48,2304,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2119573,1972
3,-.49458945,59,3481,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
2,-.63114709,39,1521,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
2,-.68966669,49,2401,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
2,-.66876167,33,1089,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
2,-.0069143334,53,2809,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.43265489,1972
3,-.39706883,30,900,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
2,-.63114709,25,625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
2,-.73842698,36,1296,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.86540711,1972
2,-.44583273,30,900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
2,-.78719449,28,784,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
2,.60263455,52,2704,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
3,.11499543,44,1936,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
2,.77332258,50,2500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.43265489,1972
3,-.088211507,38,1444,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.52976149,1972
2,-.49458945,26,676,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.86540711,1972
3,-.52712035,28,784,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6893371,1972
3,-.29954821,81,6561,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
3,-.25075787,55,3025,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
3,-.10447097,76,5776,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
2,.074334852,29,841,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
3,-.93350422,19,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5894036,1972
2,-.49458945,76,5776,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.86540711,1972
2,1.2122555,61,3721,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.43265489,1972
2,.35881498,26,676,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
2,-.70917803,39,1521,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.43265489,1972
1,-.29954821,19,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.82260066,1972
3,-.68966669,26,676,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
2,-.39706883,21,441,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.43265489,1972
3,-.70917803,45,2025,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6893371,1972
2,-.88473195,27,729,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
3,-.78722334,76,5776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.52976149,1972
2,-.78719449,63,3969,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.298062,1972
2,-.70917803,52,2704,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2119573,1972
2,-.87389231,65,4225,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2119573,1972
1,-.78719449,59,3481,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5607921,1972
2,1.6441034,26,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.298062,1972
3,.59355611,41,1681,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
2,1.6441034,56,3136,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
1,.84649009,62,3844,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.62433088,1972
3,-.067887232,29,841,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
3,1.2122194,25,625,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
3,-.25076273,41,1681,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
2,-.43363455,49,2401,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.86540711,1972
3,-.34830493,38,1444,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
3,-.18981501,50,2500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
2,-.43363455,43,1849,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
2,-.39706883,32,1024,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
2,-.0069143334,55,3025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.43265489,1972
3,-.54336053,27,729,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
2,.074334852,56,3136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2119573,1972
3,1.6998945,48,2304,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
2,-.63114709,56,3136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2119573,1972
3,-.29954821,44,1936,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
2,-.83596563,25,625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.43265489,1972
2,-.43363455,32,1024,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
3,.35881498,33,1089,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
3,-.54336053,48,2304,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
2,-.63114709,45,2025,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
1,-.10447097,45,2025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.82260066,1972
3,-.93350422,72,5184,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
2,-.68966669,45,2025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.86540711,1972
1,-.68966669,70,4900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.82260066,1972
2,-.54336774,31,961,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
2,-.78719932,20,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.298062,1972
2,-.88474393,22,484,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.43265489,1972
2,-.78719932,63,3969,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
2,-.68966669,70,4900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
3,-.49458945,68,4624,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
2,.48072475,53,2809,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
2,-.44583273,37,1369,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
3,1.2122194,52,2704,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126267,1972
2,1.2122194,64,4096,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.80800188,1972
2,-.29954821,64,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.86540711,1972
2,-.39706883,27,729,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.298062,1972
