hppy,inc_pm_n,age,age2,dgr,fem,mrd,_Iyear_1974,_Iyear_1976,_Iyear_1978,_Iyear_1980,_Iyear_1982,_Iyear_1984,_Iyear_1986,_Iyear_1988,_Iyear_1990,_Iyear_1991,_Iyear_1993,_Iyear_1994,_Iyear_1996,_Iyear_1998,_Iyear_2000,_Iyear_2002,_Iyear_2004,_Iyear_2006,wt_correction,year
3,.14107779,40,1600,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
1,2.362977,36,1296,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,-.1397578,37,1369,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
3,2.362977,26,676,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
1,.50450146,41,1681,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,-.70969677,19,361,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0660999,1984
1,-.68491137,24,576,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5496,1984
3,.20714827,59,3481,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,-.43712902,37,1369,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
3,2.3877625,29,841,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,2.362977,49,2401,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,.69035625,25,625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0660999,1984
2,-.13977581,25,625,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,-.1893227,28,784,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
1,1.2478964,65,4225,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5496,1984
3,.30629003,30,900,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
3,.70271295,27,729,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
3,.10800652,29,841,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,1.3965611,52,2704,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
3,.69035625,23,529,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0660999,1984
2,-.1893227,48,2304,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5496,1984
2,-.76420313,58,3364,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
3,2.362977,63,3969,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,-.1893227,19,361,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5496,1984
2,.20714827,27,729,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
3,-.50649941,32,1024,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
3,-.1893227,32,1024,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,-.62546951,78,6084,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,.70274895,41,1681,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,-.53623474,22,484,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,-.26860246,24,576,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
3,-.26860246,47,2209,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,-.52137429,27,729,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,2.362977,53,2809,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
3,.70274895,49,2401,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
3,.69035625,35,1225,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,-.33798727,28,784,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,-.42060539,22,484,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,.86129653,51,2601,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,-.62546951,88,7744,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,.35583204,33,1089,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
3,.20714827,28,784,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
3,2.362977,48,2304,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,-.13977581,25,625,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
3,-.6254335,26,676,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,-.23888154,36,1296,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
3,.30629003,37,1369,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,.20714827,56,3136,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
1,-.72457528,48,2304,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
1,.86129653,30,900,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,.10800652,70,4900,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,-.62546951,72,5184,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
1,-.54614168,58,3364,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,.10800652,72,5184,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
3,-.76420313,84,7056,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
3,-.48667586,47,2209,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5496,1984
3,-.68491137,20,400,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5496,1984
2,-.97235757,37,1369,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,-.1397578,36,1296,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
3,.14107779,67,4489,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5496,1984
2,2.362977,38,1444,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
3,1.2478964,36,1296,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
3,-.30825919,31,961,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,-.38755813,77,5929,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,-.38755813,77,5929,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,-.70472527,77,5929,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,1.2478964,42,1764,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,.10800652,33,1089,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
1,.50450146,20,400,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,.20714827,28,784,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
3,-.50649941,58,3364,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,-.68491137,53,2809,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.6157,1984
2,-.80386704,27,729,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
1,-.88975149,25,625,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
3,-.72457528,26,676,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
3,-.86333287,23,529,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
3,-.81047171,57,3249,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
1,-.93865228,48,2304,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0660999,1984
3,-.38755813,37,1369,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
3,.70274895,27,729,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
3,2.362977,77,5929,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,-.61355233,28,784,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,2.362977,60,3600,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,-.64243233,46,2116,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,1.2478964,38,1444,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
3,.70274895,34,1156,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,1.2478964,28,784,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5496,1984
1,.70274895,61,3721,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,-.13977581,64,4096,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,-.7443772,40,1600,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,-.42060539,26,676,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
1,.30629003,71,5041,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,-.33798727,68,4624,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
3,2.362977,49,2401,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,.70274895,58,3364,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
3,-.30825919,41,1681,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
3,.70274895,65,4225,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
3,-.1397578,51,2601,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0660999,1984
2,-.73447019,25,625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.5826001,1984
2,-.75924963,56,3136,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0660999,1984
2,-.76420313,65,4225,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,-.13977581,37,1369,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,.20714827,26,676,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
3,-.1397578,43,1849,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,-.33798727,23,529,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
3,.14107779,45,2025,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5496,1984
2,-.23888154,31,961,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
1,-.70472527,63,3969,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
3,-.80386704,45,2025,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
1,-.38755813,31,961,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,-.33798727,22,484,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,-.54614168,30,900,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
3,-.090204932,21,441,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,-.80386704,21,441,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,-.54614168,23,529,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
3,-.38755813,25,625,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
3,2.362977,53,2809,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
3,-.1397578,54,2916,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0660999,1984
2,-.42060539,26,676,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,-.76421034,27,729,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
3,.50450146,43,1849,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
1,-.1397578,35,1225,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,-.38755813,31,961,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,-.1397578,37,1369,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,-.84349489,21,441,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
3,-.53623474,22,484,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,.10800652,28,784,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,1.3965611,30,900,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,-.43712902,25,625,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,1.3965611,33,1089,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,-.38755813,36,1296,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,-.76421034,20,400,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5496,1984
3,-.13977581,56,3136,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,-.7443772,25,625,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,-.89306581,30,900,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
1,-.92940336,28,784,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
1,-.7443772,33,1089,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,.14107779,21,441,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5496,1984
1,5.7082186,27,729,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,.14107779,56,3136,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5496,1984
3,-.48667586,27,729,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,-.33798727,74,5476,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
3,-.38755813,42,1764,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5496,1984
1,-.86332327,45,2025,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0660999,1984
2,-.48667586,22,484,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,-.97235757,40,1600,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5496,1984
2,.10800652,29,841,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,-.94263667,20,400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
3,-.43712902,32,1024,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
1,-.64243233,57,3249,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.5826001,1984
2,1.2478964,55,3025,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5496,1984
2,-.26860246,70,4900,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
1,-.38755813,76,5776,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,-.58579361,42,1764,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0660999,1984
2,-.50649941,21,441,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0660999,1984
2,1.3965611,63,3969,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
3,1.2478964,36,1296,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,.35583204,53,2809,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0660999,1984
3,-.48667586,39,1521,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,.69035625,57,3249,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5496,1984
3,-.30825919,46,2116,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5496,1984
2,-.5610202,21,441,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5496,1984
3,-.64526904,29,841,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,-.53623474,28,784,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,2.3877625,36,1296,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,.20714827,32,1024,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
1,-.70969677,34,1156,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,-.90297276,19,361,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,-.823681,22,484,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,-.92774922,29,841,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
1,-.96905524,44,1936,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
1,-.96245062,21,441,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
1,-.26860246,23,529,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,-.68491137,67,4489,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
3,-.50649941,38,1444,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,-.55274636,60,3600,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5496,1984
3,-.58579361,55,3025,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0660999,1984
2,-.1893227,24,576,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5496,1984
2,-.090204932,65,4225,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,-.6254335,21,441,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,.13281596,30,900,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0992,1984
1,-.46688595,69,4761,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,.20714827,26,676,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
3,-.43712902,24,576,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
3,-.36774421,43,1849,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,.10800652,47,2209,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,-.6254335,61,3721,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,.20714827,24,576,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
3,-.92940336,21,441,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5496,1984
3,.13281596,37,1369,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,1.2478964,56,3136,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5496,1984
3,.69035625,48,2304,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,-.33798727,81,6561,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,-.1397578,52,2704,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5496,1984
2,.70274895,48,2304,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
3,-.68491137,76,5776,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5496,1984
3,.70274895,56,3136,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,.14107779,49,2401,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5496,1984
3,-.38755813,37,1369,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
1,.20714827,33,1089,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,.20714827,35,1225,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,-.090204932,22,484,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,-.70472527,62,3844,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
1,-.70472527,70,4900,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
1,-.94261867,39,1521,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
1,-.91090554,35,1225,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
3,-.76420313,41,1681,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
3,-.060484022,63,3969,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
3,1.2478964,22,484,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5496,1984
2,.86129653,69,4761,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,.20714827,67,4489,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
1,-.090204932,71,5041,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,-.66012591,29,841,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,-.64526904,30,900,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
3,-.30825919,39,1521,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,.10800652,47,2209,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,-.43712902,23,529,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
3,.86129653,24,576,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
3,-.54614168,76,5776,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5165,1984
2,-.43712902,24,576,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0331,1984
2,-.83689028,30,900,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5496,1984
3,-.83953214,23,529,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.5826001,1984
